Accession_ID	Genotype	Date	Host	Continent	Country	City	Longitude	Latitude
EPI_ISL_18044903	II-ECSA	2023-03-10	Human	South America	Paraguay	Asuncion	-57.6	-25.3
EPI_ISL_18044904	II-ECSA	2023-03-10	Human	South America	Paraguay	Asuncion	-57.6	-25.3
EPI_ISL_18044909	II-ECSA	2023-03-03	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044910	II-ECSA	2023-03-07	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044911	II-ECSA	2023-03-05	Human	South America	Paraguay	Itapua	-55.8	-27.3
EPI_ISL_18044912	II-ECSA	2023-02-24	Human	South America	Paraguay	San Pedro Department	-56	-24.1
EPI_ISL_18044913	II-ECSA	2023-02-28	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044915	II-ECSA	2023-02-25	Human	South America	Paraguay	Caaguazu	-55.5	-25.5
EPI_ISL_18044916	II-ECSA	2023-02-28	Human	South America	Paraguay	San Pedro Department	-56	-24.1
EPI_ISL_18044918	II-ECSA	2023-02-24	Human	South America	Paraguay	Cordillera Department	-57.1	-25.4
EPI_ISL_18044919	II-ECSA	2023-02-23	Human	South America	Paraguay	Paraguari Department	-55.5	-25.6
EPI_ISL_18044920	II-ECSA	2023-02-25	Human	South America	Paraguay	Paraguari Department	-55.5	-25.6
EPI_ISL_18044921	II-ECSA	2023-02-28	Human	South America	Paraguay	San Pedro Department	-56	-24.1
EPI_ISL_18044923	II-ECSA	2023-02-25	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044925	II-ECSA	2023-02-25	Human	South America	Paraguay	San Pedro Department	-56	-24.1
EPI_ISL_18044926	II-ECSA	2023-02-26	Human	South America	Paraguay	San Pedro Department	-56	-24.1
EPI_ISL_18044929	II-ECSA	2023-03-01	Human	South America	Paraguay	NA	-58.4	-23.4
EPI_ISL_18044930	II-ECSA	2023-03-01	Human	South America	Paraguay	NA	-58.4	-23.4
EPI_ISL_18044932	II-ECSA	2023-02-24	Human	South America	Paraguay	San Pedro Department	-56	-24.1
EPI_ISL_18044933	II-ECSA	2023-02-23	Human	South America	Paraguay	San Pedro Department	-56	-24.1
EPI_ISL_18044934	II-ECSA	2023-03-01	Human	South America	Paraguay	San Pedro Department	-56	-24.1
EPI_ISL_18044935	II-ECSA	2023-02-22	Human	South America	Paraguay	Caaguazu	-55.5	-25.5
EPI_ISL_18044936	II-ECSA	2023-03-04	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044937	II-ECSA	2023-03-06	Human	South America	Paraguay	Asuncion	-57.6	-25.3
EPI_ISL_18044938	II-ECSA	2023-03-05	Human	South America	Paraguay	NA	-58.4	-23.4
EPI_ISL_18044939	II-ECSA	2023-01-05	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044940	II-ECSA	2023-01-20	Human	South America	Paraguay	Asuncion	-57.6	-25.3
EPI_ISL_18044941	II-ECSA	2023-01-23	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044942	II-ECSA	2023-01-26	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044943	II-ECSA	2023-01-26	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044944	II-ECSA	2023-01-26	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044945	II-ECSA	2023-02-07	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044946	II-ECSA	2023-02-09	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044947	II-ECSA	2023-02-11	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18044948	II-ECSA	2023-02-22	Human	South America	Paraguay	Central Department	-57.5	-25.3
EPI_ISL_18064578	II-ECSA	2022-04-23	Human	South America	Paraguay	NA	-58.4	-23.4
EPI_ISL_18064579	II-ECSA	2022-07-28	Human	South America	Paraguay	NA	-58.4	-23.4
EPI_ISL_18064580	II-ECSA	2022-04-24	Human	South America	Paraguay	Asuncion	-57.6	-25.3
EPI_ISL_18064581	II-ECSA	2022-04-28	Human	South America	Paraguay	Presidente Hayes Department	-57.2	-23.4
EPI_ISL_18064582	II-ECSA	2022-07-28	Human	South America	Paraguay	NA	-58.4	-23.4
EPI_ISL_18064583	II-ECSA	2022-04-27	Human	South America	Paraguay	NA	-58.4	-23.4
EPI_ISL_18064584	II-ECSA	2022-04-23	Human	South America	Paraguay	Asuncion	-57.6	-25.3
EPI_ISL_18095507	II-ECSA	2023-06-08	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095508	II-ECSA	2023-06-05	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095509	II-ECSA	2023-05-31	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095510	II-ECSA	2023-06-12	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095511	II-ECSA	2023-06-13	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095512	II-ECSA	2023-07-07	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095513	II-ECSA	2023-07-16	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095514	II-ECSA	2023-06-27	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095515	II-ECSA	2023-07-03	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095516	II-ECSA	2023-07-03	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095517	II-ECSA	2023-05-09	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095518	II-ECSA	2023-05-06	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095519	II-ECSA	2023-05-13	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095520	II-ECSA	2023-05-12	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095521	II-ECSA	2023-05-25	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18095522	II-ECSA	2023-03-20	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095523	II-ECSA	2023-03-20	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095524	II-ECSA	2023-03-17	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095525	II-ECSA	2023-03-21	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095526	II-ECSA	2023-03-15	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095527	II-ECSA	2023-04-17	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095528	II-ECSA	2023-04-19	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095529	II-ECSA	2023-04-19	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095530	II-ECSA	2023-04-15	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095531	II-ECSA	2023-04-26	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095532	II-ECSA	2023-04-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095533	II-ECSA	2023-04-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095534	II-ECSA	2023-05-02	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095535	II-ECSA	2023-05-05	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095536	II-ECSA	2023-05-04	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095537	II-ECSA	2023-05-02	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18095538	II-ECSA	2023-05-09	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_18106751	II-ECSA	2022-10-24	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106752	II-ECSA	2022-10-24	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18106753	II-ECSA	2022-11-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106754	II-ECSA	2023-03-22	Human	South America	Brazil	Acre	-70	-9
EPI_ISL_18106756	II-ECSA	2023-02-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106757	II-ECSA	2023-02-13	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18106758	II-ECSA	2022-12-14	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106759	II-ECSA	2023-02-03	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106760	II-ECSA	2023-02-02	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18106761	II-ECSA	2023-02-08	Human	South America	Brazil	Rondonia	-36.7	-8.8
EPI_ISL_18106762	II-ECSA	2023-03-03	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106763	II-ECSA	2023-01-30	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106764	II-ECSA	2023-01-24	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18106765	II-ECSA	2023-02-28	Human	South America	Brazil	Amapa	-51	0
EPI_ISL_18106766	II-ECSA	2023-03-14	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106767	II-ECSA	2023-01-31	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18106768	II-ECSA	2023-03-01	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_18106769	II-ECSA	2023-01-26	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18106770	II-ECSA	2023-02-03	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106771	II-ECSA	2023-03-07	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106772	II-ECSA	2023-03-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106773	II-ECSA	2023-03-06	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106774	II-ECSA	2023-02-07	Human	South America	Brazil	Pernambuco	-34.9	-8.1
EPI_ISL_18106775	II-ECSA	2023-03-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106776	II-ECSA	2023-03-14	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106777	II-ECSA	2023-01-26	Human	South America	Brazil	Rondonia	-36.7	-8.8
EPI_ISL_18106778	II-ECSA	2022-11-18	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106779	II-ECSA	2023-03-01	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18106780	II-ECSA	2023-01-31	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_18123967	II-ECSA	2022-11-18	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123968	II-ECSA	2023-03-08	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123969	II-ECSA	2023-03-22	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123970	II-ECSA	2023-03-01	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123971	II-ECSA	2023-02-13	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123972	II-ECSA	2023-01-31	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123973	II-ECSA	2023-01-26	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123974	II-ECSA	2023-02-28	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123975	II-ECSA	2023-02-02	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123976	II-ECSA	2023-01-30	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123977	II-ECSA	2023-02-15	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123978	II-ECSA	2023-03-14	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123979	II-ECSA	2023-02-03	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123980	II-ECSA	2023-03-03	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123981	II-ECSA	2022-11-08	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123982	II-ECSA	2022-12-14	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123983	II-ECSA	2023-01-31	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123984	II-ECSA	2023-03-06	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123985	II-ECSA	2022-10-24	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123986	II-ECSA	2022-10-24	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123988	II-ECSA	2023-01-24	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123989	II-ECSA	2023-02-07	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123990	II-ECSA	2023-03-07	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123991	II-ECSA	2023-01-26	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123992	II-ECSA	2023-02-08	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123993	II-ECSA	2023-03-15	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123994	II-ECSA	2023-02-03	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123995	II-ECSA	2023-03-14	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123996	II-ECSA	2023-03-01	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123997	II-ECSA	2023-03-24	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123998	II-ECSA	2023-03-27	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18123999	II-ECSA	2023-03-29	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124000	II-ECSA	2023-03-29	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124001	II-ECSA	2023-03-31	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124002	II-ECSA	2023-04-03	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124003	II-ECSA	2023-04-10	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124004	II-ECSA	2023-04-20	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124005	II-ECSA	2023-04-25	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124006	II-ECSA	2023-04-26	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124007	II-ECSA	2023-04-26	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124008	II-ECSA	2023-04-28	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124009	II-ECSA	2023-04-28	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124010	II-ECSA	2023-05-03	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124011	II-ECSA	2023-05-03	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124012	II-ECSA	2023-05-09	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124013	II-ECSA	2023-04-18	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124014	II-ECSA	2023-05-10	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124015	II-ECSA	2023-05-05	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124016	II-ECSA	2023-05-10	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124017	II-ECSA	2023-05-10	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124018	II-ECSA	2023-05-18	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124019	II-ECSA	2023-05-16	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124020	II-ECSA	2023-05-24	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124021	II-ECSA	2023-05-24	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124022	II-ECSA	2023-05-24	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124023	II-ECSA	2023-05-26	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124024	II-ECSA	2023-05-29	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124025	II-ECSA	2023-04-28	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124026	II-ECSA	2023-05-29	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124027	II-ECSA	2023-06-01	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124028	II-ECSA	2023-06-02	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124029	II-ECSA	2023-06-02	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18124030	II-ECSA	2023-06-02	Human	South America	Brazil	Bahia	-38.5	-12.9
EPI_ISL_18220031	II-ECSA	2023-04-29	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220032	II-ECSA	2023-04-29	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220033	II-ECSA	2023-04-28	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220034	II-ECSA	2023-05-05	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220035	II-ECSA	2023-05-10	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220036	II-ECSA	2023-05-10	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220037	II-ECSA	2023-05-07	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220038	II-ECSA	2023-05-05	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220039	II-ECSA	2023-05-03	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220040	II-ECSA	2023-04-30	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220041	II-ECSA	2023-05-05	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220042	II-ECSA	2023-05-04	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220043	II-ECSA	2023-04-27	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220044	II-ECSA	2023-05-04	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220045	II-ECSA	2023-04-29	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220046	II-ECSA	2023-05-06	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220047	II-ECSA	2023-05-09	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220048	II-ECSA	2023-05-10	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220049	II-ECSA	2023-05-10	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220050	II-ECSA	2023-05-02	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220051	II-ECSA	2023-05-10	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220052	II-ECSA	2023-05-08	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220053	II-ECSA	2023-05-09	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220054	II-ECSA	2023-05-05	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220055	II-ECSA	2023-05-06	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220056	II-ECSA	2023-03-27	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220057	II-ECSA	2023-02-13	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220058	II-ECSA	2023-05-05	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220059	II-ECSA	2023-05-11	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220060	II-ECSA	2023-05-09	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220061	II-ECSA	2023-05-11	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220062	II-ECSA	2023-05-11	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220063	II-ECSA	2023-05-11	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220064	II-ECSA	2023-05-15	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220065	II-ECSA	2023-05-14	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220066	II-ECSA	2023-05-15	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18220067	II-ECSA	2023-05-13	Human	South America	Brazil	Espirito Santo	-40.3	-20.3
EPI_ISL_18230334	II-ECSA	2023-01-13	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230335	II-ECSA	2023-03-27	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230336	II-ECSA	2023-04-24	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230337	II-ECSA	2023-05-09	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230338	II-ECSA	2023-03-16	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_18230339	II-ECSA	2023-05-11	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230340	II-ECSA	2023-02-16	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230341	II-ECSA	2023-02-28	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_18230342	II-ECSA	2023-05-23	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230343	II-ECSA	2023-04-14	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230344	II-ECSA	2023-02-27	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230345	II-ECSA	2023-05-29	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230346	II-ECSA	2023-03-09	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230347	II-ECSA	2023-04-26	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230348	II-ECSA	2023-03-01	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230349	II-ECSA	2023-01-05	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230350	II-ECSA	2023-02-27	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230351	II-ECSA	2023-03-06	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230352	II-ECSA	2023-01-06	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230353	II-ECSA	2023-04-17	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230354	II-ECSA	2023-05-13	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230355	II-ECSA	2023-03-13	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230356	II-ECSA	2023-03-24	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_18230357	II-ECSA	2023-04-05	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230358	II-ECSA	2023-03-16	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230359	II-ECSA	2023-03-28	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230360	II-ECSA	2023-01-11	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230361	II-ECSA	2023-03-29	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_18230362	II-ECSA	2023-03-31	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_18230363	II-ECSA	2023-02-16	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230364	II-ECSA	2023-02-26	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230365	II-ECSA	2023-04-04	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230366	II-ECSA	2023-03-09	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230368	II-ECSA	2023-05-15	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230369	II-ECSA	2023-02-09	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230370	II-ECSA	2023-03-08	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230372	II-ECSA	2023-03-08	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230373	II-ECSA	2023-04-23	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230374	II-ECSA	2023-03-12	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230375	II-ECSA	2023-03-28	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230377	II-ECSA	2023-04-27	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230378	II-ECSA	2023-03-16	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_18230379	II-ECSA	2023-05-10	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230380	II-ECSA	2023-04-20	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230381	II-ECSA	2023-03-06	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230382	II-ECSA	2023-03-15	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_18230383	II-ECSA	2023-03-13	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_18230384	II-ECSA	2023-04-27	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230385	II-ECSA	2023-05-09	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230387	II-ECSA	2023-05-23	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230388	II-ECSA	2023-03-13	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230389	II-ECSA	2023-04-19	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230390	II-ECSA	2023-02-23	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230391	II-ECSA	2023-02-23	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230392	II-ECSA	2023-04-11	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230393	II-ECSA	2023-04-21	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230394	II-ECSA	2023-02-13	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230395	II-ECSA	2023-03-17	Human	South America	Brazil	Goias	-49.3	-16.7
EPI_ISL_18230396	II-ECSA	2023-02-16	Human	South America	Brazil	Distrito Federal	-47.9	-15.8
EPI_ISL_18230397	II-ECSA	2023-05-25	Human	South America	Brazil	Goias	-49.3	-16.7
