Accession_ID	Genotype	Date	Host	Continent	Country	City	Longitude	Latitude
EPI_ISL_17460514	II-ECSA	2016-09-20	Human	Asia	India	NA	78	20
EPI_ISL_17460515	II-ECSA	2016-10-23	Human	Asia	India	NA	78	20
EPI_ISL_17460523	II-ECSA	2016-09-20	Human	Asia	India	NA	78	20
EPI_ISL_17460530	II-ECSA	2016-10-18	Human	Asia	India	NA	78	20
EPI_ISL_17460536	II-ECSA	2016-10-06	Human	Asia	India	NA	78	20
EPI_ISL_17460551	II-ECSA	2016-09-20	Human	Asia	India	NA	78	20
EPI_ISL_17460552	II-ECSA	2016-08-26	Human	Asia	India	NA	78	20
EPI_ISL_17460582	II-ECSA	2016-10-13	Human	Asia	India	NA	78	20
EPI_ISL_17460592	II-ECSA	2016-10-18	Human	Asia	India	NA	78	20
EPI_ISL_17460806	II-ECSA	2017-04-30	Human	Asia	China	NA	104	35.9
EPI_ISL_17460922	II-ECSA	2016-09-15	Human	Asia	Hong Kong	NA	114.2	22.3
EPI_ISL_17460923	II-ECSA	2016-09-26	Human	Asia	Hong Kong	NA	114.2	22.3
EPI_ISL_17460926	II-ECSA	2019-11-04	Human	Asia	China	Tianjin	117.2	39.1
EPI_ISL_17460984	II-ECSA	2018-07-19	Human	Asia	Thailand	Pattani	101.3	6.9
EPI_ISL_17460986	II-ECSA	2019-11-07	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460987	II-ECSA	2019-10-17	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460988	II-ECSA	2019-10-15	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460990	II-ECSA	2018-07-19	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460994	II-ECSA	2019-08-30	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460995	II-ECSA	2019-07-24	Human	Asia	Thailand	Bangkok	100.5	13.8
EPI_ISL_17460996	II-ECSA	2019-08-15	Human	Asia	Thailand	Bangkok	100.5	13.8
EPI_ISL_17460997	II-ECSA	2019-09-11	Human	Asia	Thailand	Nonthaburi	100.5	13.9
EPI_ISL_17460998	II-ECSA	2018-07-02	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17460999	II-ECSA	2019-11-14	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17461000	II-ECSA	2018-06-23	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17461002	II-ECSA	2018-07-13	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17461003	II-ECSA	2018-07-21	Human	Asia	Thailand	Yala	101.3	6.5
EPI_ISL_17461004	II-ECSA	2019-02-12	Human	Asia	Thailand	Yala	101.3	6.5
EPI_ISL_17461005	II-ECSA	2019-09-06	Human	Asia	Thailand	Yala	101.3	6.5
EPI_ISL_17461007	II-ECSA	2019-03-12	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17461014	II-ECSA	2018-07-21	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17461022	II-ECSA	2019-07-08	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17461023	II-ECSA	2018-07-02	Human	Asia	Thailand	Yala	101.3	6.5
EPI_ISL_17461024	II-ECSA	2019-08-26	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17461030	II-ECSA	2018-06-20	Human	Asia	Thailand	NA	100.5	13.8
EPI_ISL_17461031	II-ECSA	2018-12-12	Human	Asia	Thailand	Pattani	101.3	6.9
EPI_ISL_17461035	II-ECSA	2018-06-30	Human	Asia	Thailand	Songkhla	100.6	7.2
EPI_ISL_17461036	II-ECSA	2019-10-07	Human	Asia	Thailand	Bangkok	100.5	13.8
EPI_ISL_17461037	II-ECSA	2019-10-07	Human	Asia	Thailand	Bangkok	100.5	13.8
EPI_ISL_17461217	II-ECSA	2018-02-07	Human	South America	Brazil	Mato Grosso	-56.1	-15.6
EPI_ISL_17461223	II-ECSA	2019-05-31	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461224	II-ECSA	2019-04-25	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461225	II-ECSA	2019-04-25	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461226	II-ECSA	2019-04-25	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461227	II-ECSA	2019-05-21	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461228	II-ECSA	2019-05-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461229	II-ECSA	2019-06-04	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461230	II-ECSA	2019-05-24	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461231	II-ECSA	2019-05-27	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461232	II-ECSA	2019-07-01	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461233	II-ECSA	2019-05-27	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461234	II-ECSA	2019-05-03	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461235	II-ECSA	2019-07-11	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461236	II-ECSA	2019-05-27	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461237	II-ECSA	2016-02-20	Aedes aegypti	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_17461238	II-ECSA	2019-07-19	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461239	II-ECSA	2019-05-17	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461240	II-ECSA	2019-05-23	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461241	II-ECSA	2019-04-26	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461242	II-ECSA	2019-04-25	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461243	II-ECSA	2019-07-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461244	II-ECSA	2019-07-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461245	II-ECSA	2019-04-18	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461301	II-ECSA	2017-01-05	Human	South America	Brazil	Mato Grosso	-56.1	-15.6
EPI_ISL_17461302	II-ECSA	2017-03-01	Human	South America	Brazil	Mato Grosso	-56.1	-15.6
EPI_ISL_17461303	II-ECSA	2017-03-16	Human	South America	Brazil	Mato Grosso	-56.1	-15.6
EPI_ISL_17461304	II-ECSA	2017-03-16	Human	South America	Brazil	Mato Grosso	-56.1	-15.6
EPI_ISL_17461305	II-ECSA	2017-01-05	Human	South America	Brazil	Mato Grosso	-56.1	-15.6
EPI_ISL_17461306	II-ECSA	2017-03-01	Human	South America	Brazil	Mato Grosso	-56.1	-15.6
EPI_ISL_17461311	II-ECSA	2015-07-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17461313	II-ECSA	2017-05-31	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461314	II-ECSA	2017-06-21	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461315	II-ECSA	2017-06-29	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461316	II-ECSA	2017-07-11	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461317	II-ECSA	2017-11-22	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461323	II-ECSA	2017-06-24	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461324	II-ECSA	2017-07-10	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461325	II-ECSA	2017-07-08	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461326	II-ECSA	2017-07-18	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461329	II-ECSA	2017-06-17	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461330	II-ECSA	2017-06-17	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461331	II-ECSA	2017-06-19	Human	Asia	Bangladesh	NA	2.3	23.7
EPI_ISL_17461368	II-ECSA	2018-09-17	Human	Africa	Cameroon	NA	12	7.4
EPI_ISL_17461369	II-ECSA	2016-10-20	Human	Africa	Cameroon	NA	12	7.4
EPI_ISL_17461370	II-ECSA	2018-06-28	Human	Africa	Cameroon	NA	12	7.4
EPI_ISL_17461695	II-ECSA	2016-05-31	Human	Africa	Kenya	Mandera	41	3.9
EPI_ISL_17461697	II-ECSA	2016-05-08	Human	Africa	Kenya	Mandera	41	3.9
EPI_ISL_17461700	II-ECSA	2016-05-07	Human	Africa	Kenya	Mandera	41	3.9
EPI_ISL_17461703	II-ECSA	2016-05-31	Human	Africa	Kenya	Mandera	41	3.9
EPI_ISL_17461715	II-ECSA	2016-06-01	Human	Africa	Kenya	Mandera	41	3.9
EPI_ISL_17461716	II-ECSA	2016-06-01	Human	Africa	Kenya	Mandera	41	3.9
EPI_ISL_17461717	II-ECSA	2016-05-31	Human	Africa	Kenya	Mandera	41	3.9
EPI_ISL_17461718	II-ECSA	2016-05-31	Human	Africa	Kenya	Mandera	41	3.9
EPI_ISL_17461720	II-ECSA	2016-06-01	Human	Africa	Kenya	Mandera	41	3.9
EPI_ISL_17461732	II-ECSA	2016-05-31	Human	Africa	Kenya	Mandera	41	3.9
EPI_ISL_17461742	II-ECSA	2017-08-30	Human	Asia	China	NA	104	35.9
EPI_ISL_17673045	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673046	II-ECSA	2022-02-22	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673047	II-ECSA	2022-02-07	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673048	II-ECSA	2022-02-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673049	II-ECSA	2022-02-16	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673050	II-ECSA	2022-02-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673051	II-ECSA	2022-02-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673052	II-ECSA	2022-02-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673054	II-ECSA	2022-02-16	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673055	II-ECSA	2022-02-16	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673056	II-ECSA	2022-02-16	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673057	II-ECSA	2022-02-17	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673058	II-ECSA	2022-02-24	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673059	II-ECSA	2022-03-07	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673060	II-ECSA	2022-03-07	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673061	II-ECSA	2022-03-07	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673062	II-ECSA	2022-03-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673063	II-ECSA	2022-03-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673064	II-ECSA	2022-03-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673065	II-ECSA	2022-03-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673066	II-ECSA	2022-03-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673067	II-ECSA	2022-03-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673068	II-ECSA	2022-03-09	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673069	II-ECSA	2022-03-09	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673070	II-ECSA	2022-03-09	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673071	II-ECSA	2022-03-09	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673072	II-ECSA	2022-03-09	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673073	II-ECSA	2022-02-23	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673074	II-ECSA	2022-03-09	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673075	II-ECSA	2022-02-28	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673076	II-ECSA	2022-03-03	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673077	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673078	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673079	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673080	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673081	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673082	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673083	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673084	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673085	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673086	II-ECSA	2022-02-10	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673087	II-ECSA	2022-02-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673088	II-ECSA	2022-02-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673089	II-ECSA	2022-02-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673090	II-ECSA	2022-02-15	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673091	II-ECSA	2022-02-21	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673092	II-ECSA	2022-02-21	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673093	II-ECSA	2022-02-17	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673094	II-ECSA	2022-02-18	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673095	II-ECSA	2022-02-18	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673096	II-ECSA	2022-02-18	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673097	II-ECSA	2022-02-18	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673098	II-ECSA	2022-03-04	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673099	II-ECSA	2022-03-07	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673100	II-ECSA	2022-03-04	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673101	II-ECSA	2022-03-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673102	II-ECSA	2022-03-08	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673103	II-ECSA	2022-03-09	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673104	II-ECSA	2022-02-22	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673105	II-ECSA	2022-03-09	Human	South America	Brazil	NA	-47	-15.8
EPI_ISL_17673108	II-ECSA	2016-02-20	Human	South America	Argentina	NA	-64	-34.6
EPI_ISL_17673112	II-ECSA	2018-05-09	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673120	II-ECSA	2018-04-19	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673121	II-ECSA	2018-04-19	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673126	II-ECSA	2018-04-05	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673127	II-ECSA	2018-03-01	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673128	II-ECSA	2018-03-08	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673131	II-ECSA	2018-03-22	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673132	II-ECSA	2018-03-27	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673133	II-ECSA	2018-05-17	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673135	II-ECSA	2018-04-02	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673137	II-ECSA	2018-04-02	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673141	II-ECSA	2018-03-29	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17673142	II-ECSA	2018-05-23	Human	South America	Brazil	Rio de Janeiro	-43.2	-22.9
EPI_ISL_17680329	II-ECSA	2023-01-03	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680330	II-ECSA	2023-01-10	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680331	II-ECSA	2023-01-14	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680332	II-ECSA	2023-01-23	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680333	II-ECSA	2023-01-30	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680334	II-ECSA	2023-02-07	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680335	II-ECSA	2023-02-17	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17680336	II-ECSA	2023-02-27	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17680337	II-ECSA	2023-02-26	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17680338	II-ECSA	2023-02-26	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17680339	II-ECSA	2023-03-07	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17680340	II-ECSA	2023-02-27	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17680341	II-ECSA	2023-02-25	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17680342	II-ECSA	2023-03-02	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17680343	II-ECSA	2023-03-07	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17680344	II-ECSA	2022-12-26	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680345	II-ECSA	2023-01-15	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680346	II-ECSA	2023-01-15	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680347	II-ECSA	2023-01-23	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680348	II-ECSA	2023-02-01	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680349	II-ECSA	2023-02-03	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680350	II-ECSA	2023-02-06	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680351	II-ECSA	2023-02-02	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680352	II-ECSA	2023-02-01	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680353	II-ECSA	2023-02-05	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680354	II-ECSA	2023-02-10	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680355	II-ECSA	2023-02-10	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680356	II-ECSA	2023-02-06	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680357	II-ECSA	2023-02-08	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680358	II-ECSA	2023-02-08	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680359	II-ECSA	2023-02-10	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680360	II-ECSA	2023-02-23	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680361	II-ECSA	2023-02-10	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680362	II-ECSA	2023-02-15	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680363	II-ECSA	2023-02-16	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680364	II-ECSA	2023-02-16	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680365	II-ECSA	2023-02-20	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680366	II-ECSA	2023-02-21	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680367	II-ECSA	2023-02-20	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680368	II-ECSA	2023-02-27	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680369	II-ECSA	2023-02-27	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680371	II-ECSA	2023-02-27	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680372	II-ECSA	2023-03-02	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17680374	II-ECSA	2023-01-10	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680375	II-ECSA	2023-01-06	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680376	II-ECSA	2023-01-16	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680377	II-ECSA	2023-01-24	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680378	II-ECSA	2023-01-04	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680379	II-ECSA	2023-02-07	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17680380	II-ECSA	2023-02-26	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17680381	II-ECSA	2023-02-23	Human	South America	Brazil	Mato Grosso do Sul	-55.9	-20.4
EPI_ISL_17700289	II-ECSA	2023-03-04	Human	South America	Brazil	Minas Gerais	-44	-19.9
EPI_ISL_17700290	II-ECSA	2023-03-02	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700291	II-ECSA	2023-03-09	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700292	II-ECSA	2023-04-12	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700293	II-ECSA	2023-03-30	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700294	II-ECSA	2023-04-12	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700295	II-ECSA	2023-02-26	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700296	II-ECSA	2023-03-01	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700297	II-ECSA	2023-03-14	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700298	II-ECSA	2023-03-16	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700299	II-ECSA	2023-03-20	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700300	II-ECSA	2023-03-30	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700301	II-ECSA	2023-02-20	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700302	II-ECSA	2023-03-08	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17700303	II-ECSA	2023-03-28	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_17700304	II-ECSA	2023-03-29	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_17700305	II-ECSA	2023-03-27	Human	South America	Brazil	Sergipe	-37.4	-10.9
EPI_ISL_17700306	II-ECSA	2023-02-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17700307	II-ECSA	2023-02-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17700308	II-ECSA	2023-02-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17700309	II-ECSA	2023-02-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17700310	II-ECSA	2023-02-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17700311	II-ECSA	2023-02-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17700312	II-ECSA	2023-02-27	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17700313	II-ECSA	2023-02-28	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17705015	II-ECSA	2023-02-16	Human	South America	Brazil	Parana	-49.3	-25.4
EPI_ISL_17705016	II-ECSA	2023-01-06	Human	South America	Brazil	Sao Paulo	-46.6	-23.6
EPI_ISL_17722447	II-ECSA	2017-02-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722448	II-ECSA	2017-02-24	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722449	II-ECSA	2017-02-17	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722450	II-ECSA	2017-02-22	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722451	II-ECSA	2017-03-16	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722452	II-ECSA	2017-02-17	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722453	II-ECSA	2017-02-23	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722454	II-ECSA	2017-03-20	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722455	II-ECSA	2017-02-23	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722456	II-ECSA	2017-02-22	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722457	II-ECSA	2017-02-21	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722458	II-ECSA	2017-02-23	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722459	II-ECSA	2017-02-23	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722460	II-ECSA	2017-03-13	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722461	II-ECSA	2017-02-17	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722462	II-ECSA	2017-03-02	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722463	II-ECSA	2017-03-20	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722464	II-ECSA	2017-03-17	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722465	II-ECSA	2017-03-05	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722466	II-ECSA	2017-02-14	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17722467	II-ECSA	2017-02-21	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17765199	II-ECSA	2023-03-01	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17765200	II-ECSA	2023-03-01	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17765201	II-ECSA	2023-03-01	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17765202	II-ECSA	2023-03-02	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17765203	II-ECSA	2023-03-06	Human	South America	Brazil	Tocantins	-48	-10.2
EPI_ISL_17765204	II-ECSA	2023-03-02	Human	South America	Brazil	Tocantins	-48	-10.2
